obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags
23-brewing-company-lizzie-bs-cafe-prestonsburg,23 Brewing Company / Lizzie B's Cafe,brewpub,2010 KY Route 321,,,Prestonsburg,Kentucky,,41653-9103,http://www.23brewingcompany.com,6068862844,United States,,,
238-brewing-company-mead,238 Brewing Company,closed,10321 E Day Mt Spokane Rd,,,Mead,Washington,,99021,http://www.238brewing.com,5092382739,United States,,,
23rd-street-brewery-lawrence,23rd Street Brewery,brewpub,3512 Clinton Pkwy,,,Lawrence,Kansas,,66047-2145,http://www.brew23.com,7858562337,United States,-95.28093353,38.9429674,
26-degree-brewing-company-pompano-beach,26 Degree Brewing Company,micro,2600 E Atlantic Blvd,,,Pompano Beach,Florida,,33062-4940,,9545326964,United States,-80.1224169,26.2316338,
28th-state-brewing-houston,28th State Brewing,planning,,,,Houston,Texas,,77095-6933,,,United States,,,
2c-family-brewing-co-nampa,2C Family Brewing Co.,micro,1215 1st St S,,,Nampa,Idaho,,83651-3957,,2084753981,United States,-116.559282,43.578989,
2kids-brewing-company-san-diego,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,,,San Diego,California,,92126-6391,http://www.2kidsBrewing.com,8584805437,United States,-117.137429,32.896584,
2nd-shift-brewing-co-saint-louis,2nd Shift Brewing Co,brewpub,1601 Sublette Ave,,,Saint Louis,Missouri,,63110-1924,http://www.2ndshiftbrewing.com,6187910728,United States,-90.280526,38.621943,
2nd-story-brewing-company-philadelphia,2nd Story Brewing Company,brewpub,117 Chestnut St Frnt,,,Philadelphia,Pennsylvania,,19106-4700,http://www.2ndstorybrewing.com/,2673145770,United States,,,
2sp-brewing-company-aston,2SP Brewing Company,micro,120 Concord Rd,,,Aston,Pennsylvania,,19014-2909,http://www.2spbrewing.com,4844837860,United States,,,
3-beards-beer-company-williamsburg,3 Beards Beer Company,contract,4 Main St,,,Williamsburg,Massachusetts,,1096,http://www.3beardsbeer.com,6173837039,United States,-72.7305059,42.3923659,
3-daughters-brewing-saint-petersburg,3 Daughters Brewing,micro,222 22nd St S,,,Saint Petersburg,Florida,,33712-1240,http://www.3dbrewing.com,7274956002,United States,-82.6629721,27.76899022,
3-disciples-brewing-sebastopol,3 Disciples Brewing,micro,,,,Sebastopol,California,,95472-5937,http://www.3disciplesbrewing.com/home,7072287309,United States,-122.8332502,38.3845125,
3-freaks-brewing-co-highlands-ranch,3 Freaks Brewing Co,micro,7140 E County Line Rd,,,Highlands Ranch,Colorado,,80126-3926,http://www.3freaksbrewery.com,7202990994,United States,-104.9426656,39.5659575,
3-iron-brewing-company-colton,3 Iron Brewing Company,micro,898 Via Lata Ste A,,,Colton,California,,92324-3920,http://www.3ironbrewingco.com,9095334892,United States,-117.30669927548118,34.056168887703755,
3-keys-brewing-company-llc-bradenton,"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,,,Bradenton,Florida,,34208-2421,http://www.3keysbrewing.com,9412180396,United States,-82.53393502,27.49645026,
3-nations-brewing-farmers-branch,3 Nations Brewing,micro,2405 Squire Pl Ste 200,,,Farmers Branch,Texas,,75234-4714,http://www.threenationsbrewing.com,4696607184,United States,-96.89883128,32.93044336,
3-sheeps-brewing-co-sheboygan,3 Sheeps Brewing Co,micro,1837 North Ave,,,Sheboygan,Wisconsin,,53083-4620,http://www.3sheepsbrewing.com,9209469715,United States,-87.73006524,43.77384561,
3-sheets-brewery-albany,3 Sheets Brewery,micro,136 W 1st Ave,,,Albany,Oregon,,97321,http://www.3sheetsbrewery.com,5416190183,United States,,,
3-sons-brewing-co-dania,3 Sons Brewing Co.,proprietor,236 N Federal Hwy,,,Dania,Florida,,33004-2870,http://www.3sonsbrewingco.com,9546013833,United States,-80.14361029,26.04800238,
3-stars-brewing-co-washington,3 Stars Brewing Co,micro,6400 Chillum Pl NW Ste B,,,Washington,District of Columbia,,20012-2111,http://www.3starsbrewing.com,2026700333,United States,,,
3-trails-brewing-co-independence,3 Trails Brewing Co,micro,"111 N Main St ",,,Independence,Missouri,,64050,http://www.3trailsbrewing.com,8168866256,United States,-94.41265,39.122385,
30-mile-brewing-co-old-saybrook,30 Mile Brewing Co.,closed,39 Ragged Rock Rd Unit 5,,,Old Saybrook,Connecticut,,06475-1518,http://www.30milebrewingco.com,8603395238,United States,,,
300-suns-brewing-company-longmont,300 Suns Brewing Company,brewpub,335 1st Ave Unit C,,,Longmont,Colorado,,80501-5958,http://www.300sunsbrewing.com,,United States,,,
304-brewery-304-seodaemun-gu,브루어리304 (Brewery 304),brewpub,"7, Tongil-ro 11-gil",,,Seodaemun-gu,Seoul,,03734,https://www.brewery304.com/,02-363-7304,South Korea,126.96257095027,37.569240924745,
32-north-brewing-co-san-diego,32 North Brewing Co,closed,8655 Production Ave Ste A,,,San Diego,California,,92121-2258,,,United States,-117.1649841601659,32.88313236843027,
34-degree-north-experiment-station-shallotte,34 Degree North Experiment Station,micro,4802 Main St,,,Shallotte,North Carolina,,28470,,,United States,-78.38636517,33.97270364,
350-brewing-co-tinley-park,350 Brewing Co,brewpub,7144 183rd St,,,Tinley Park,Illinois,,60477-3933,http://www.350brewing.com,7088257339,United States,-87.79160288,41.55864726,
360-degree-brewing-company-sheffield-park,360 Degree Brewing Company,micro,Bluebell Business Estate,,,Sheffield Park,,East Sussex,TN22 3HQ,https://www.360degreebrewing.com/,1825722375,England,-0.00086,50.993912,
38-state-brewing-littleton,38 State Brewing,micro,8071 S Broadway Ste A,,,Littleton,Colorado,,80122-2730,http://www.38statebrew.com,7206383678,United States,,,
380-brewing-company-clancy,380 Brewing Company,planning,,,,Clancy,Montana,,59634,,2065796509,United States,,,
38a-75a-brewing-rehoboth-beach,38Â°-75Â° Brewing,brewpub,2000 Coastal Highway STE 105,,,Rehoboth Beach,Delaware,,19971,,3022278519,United States,-75.090191,38.7074994,
3cross-fermentation-cooperative-worcester,3cross Fermentation Cooperative,micro,4 Knowlton Ave,,,Worcester,Massachusetts,,1603,http://www.3cross.coop,5086158195,United States,-71.83057593,42.24364875,
3halves-brewing-co-liberty,3Halves Brewing Co,brewpub,110 E Kansas St,,,Liberty,Missouri,,64068-2374,http://www.3halvesbrewingco.com,8164296886,United States,-94.4190247,39.2461993,
3rd-degree-brewhouse-fuquay-varina,3rd Degree Brewhouse,micro,1625 N Main St,,,Fuquay Varina,North Carolina,,27526,http://www.facebook.com/3rddegreebrewhouse/,9192015457,United States,-78.794223,35.5914556,
3rd-planet-brewing-niceville,3rd Planet Brewing,micro,120 Partin Dr N,,,Niceville,Florida,,32578-2053,http://www.facebook.com/3rdplanetbrewing/,8505029952,United States,,,
3rd-rock-brewing-company-trenton,3rd Rock Brewing Company,micro,134 Industrial Park Dr,,,Trenton,North Carolina,,28585-9593,http://www.3rockbrew.com,2526319213,United States,-77.36749285,35.06939877,
3rd-turn-brewing-louisville,3rd Turn Brewing,micro,10408 Watterson Trl,,,Louisville,Kentucky,,40299-3702,http://www.3rdturnbrewing.com,,United States,-85.56656078,38.19322725,
3rd-wave-brewing-co-delmar,3rd Wave Brewing Co,micro,501 N Bi State Blvd,,,Delmar,Delaware,,19940-1106,http://www.3rdwavebrewingco.com,3029070423,United States,,,
4-by-4-brewing-company-springfield,4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,,,Springfield,Missouri,,65804-4601,http://www.4by4brewingcompany.com,4178616400,United States,-93.239889,37.147986,
4-hands-brewing-co-saint-louis,4 Hands Brewing Co,regional,1220 S 8th St,,,Saint Louis,Missouri,,63104-3610,http://www.4handsbrewery.com,3144361559,United States,-90.19762012,38.61526593,
4-noses-brewing-company-broomfield,4 Noses Brewing Company,micro,8855 W 116th Cir Ste 3,,,Broomfield,Colorado,,80021-2521,http://4nosesbrewing.com,7204602797,United States,,,
4-stitch-brewing-co-bothell,4 Stitch Brewing Co,nano,7 192nd St SW,,,Bothell,Washington,,98012,https://www.facebook.com/4stitchbeer/,2065958488,United States,-122.23281873068436,47.82525617315347,
400-north-brewing-sugarhill,400 North Brewing,planning,,,,Sugarhill,Georgia,,30518-7916,http://400northbrewing.com,4047911119,United States,,,
405-brewing-co-norman,(405) Brewing Co,micro,1716 Topeka St,,,Norman,Oklahoma,,73069-8224,http://www.405brewing.com,4058160490,United States,-97.46818222,35.25738891,
406-brewing-company-bozeman,406 Brewing Company,micro,"101 E Oak St,Â Ste D",,,Bozeman,Montana,,59715-2967,http://www.406brewingcompany.com,4065853745,United States,,,
411-broadway-ales-fresno,411 Broadway Ales,planning,,,,Fresno,California,,93721-2801,,5412706076,United States,-119.7088613,36.7295295,
412-brews-mc-kees-rocks,412 Brews,brewpub,706 Island Ave,,,Mc Kees Rocks,Pennsylvania,,15136-3287,http://www.412brews.com,,United States,,,
42-north-brewing-company-east-aurora,42 North Brewing Company,brewpub,25 Pine St,,,East Aurora,New York,,14052-1827,http://www.42northbrewing.com,7168057500,United States,-78.607989,42.769311,
4204-main-street-brewing-co-belleville,4204 Main Street Brewing Co,brewpub,4204 W Main St,,,Belleville,Illinois,,62226,,6184167261,United States,-90.02053343,38.53796122,
450-north-brewing-company-simmons-winery-columbus,450 North Brewing Company @ Simmons Winery,brewpub,8111 E 450 N,,,Columbus,Indiana,,47203-8106,http://www.450northbrewing.com,8125460091,United States,,,
47-hills-brewing-co-south-san-francisco,47 Hills Brewing Co,brewpub,137 S Linden Ave,,,South San Francisco,California,,94080-6410,http://47hillsbrewingcompany.com,6508678476,United States,-122.4136168,37.64425595,
49th-state-brewing-co-anchorage-anchorage,49th State Brewing Co - Anchorage,brewpub,717 W 3rd Ave,,,Anchorage,Alaska,,99501-2104,http://www.49statebrewing.com/,9076832739,United States,-149.8958196,61.2197366,
49th-state-brewing-co-healy,49th State Brewing Co,micro,248.4 Parks Hwy 5 Mile,,,Healy,Alaska,,99743,https://www.49statebrewing.com/denali,9076832739,United States,-149.017877,63.864759,
4bs-brewery-cedaredge,4B's Brewery,brewpub,215 W Main St,,,Cedaredge,Colorado,,81413-3339,http://www.4bsbrewery.com,9708567762,United States,-107.925782,38.900614,
4kd-crick-brewery-defiance,4kd Crick Brewery,brewpub,211 Carpenter Rd,,,Defiance,Ohio,,43512-1718,http://Www.4kdcrickbrewery.com,4199562863,United States,-84.341647,41.296252,
4th-tap-brewing-cooperative-austin,4th Tap Brewing Cooperative,micro,10615 Metric Blvd,,,Austin,Texas,,78758-4520,,5129089817,United States,-97.7118913,30.3852024,
5-alarm-brewing-co-lake-mills,5 Alarm Brewing Co,micro,211 W Main St,,,Lake Mills,Iowa,,50450,,6415922739,United States,-93.53398788,43.41926615,
5-lakes-brewing-co-dorr,5 Lakes Brewing Co.,brewpub,1638 142nd Ave,,,Dorr,Michigan,,49323-9312,http://www.5lakesbrewing.com,6163599555,United States,-85.70445518,42.72497157,
5-lamps-brewery-dublin,5 Lamps Brewery,regional,84-87 Camden St.,Saint Kevin's,Dublin 2,Dublin,,Dublin,D02 DH36,https://the5lampsbrewery.com/home/,,Ireland,-6.26585621,53.33596635,
5-north-brewing-company-spokane,5 North Brewing Company,brewpub,6501 N Cedar Rd,,,Spokane,Washington,,99208,http://5northbrewingcompany.com/,5093217818,United States,-117.43284963068433,47.71758682546933,
5-rabbit-cerveceria-inc-chicago,5 Rabbit Cerveceria Inc,micro,6398 W 74th St,,,Chicago,Illinois,,60638-6129,http://www.5rabbitbrewery.com,3128959591,United States,-87.6572069,41.7595502,
5-rights-brewing-co-marysville,5 Rights Brewing Co,micro,1514 3rd St,,,Marysville,Washington,,98270,http://www.5rightsbrewing.com,4253341026,United States,-122.17629063068435,48.05156014950019,
5-rivers-brewing-llc-spanish-fort,5 Rivers Brewing LLC,planning,,,,Spanish Fort,Alabama,,36527-3161,http://5riversbrewing.com,2516897483,United States,-87.9152724,30.6749127,
5-seasons-brewing-co-prado-sandy-springs,5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,,,Sandy Springs,Georgia,,30342-1150,http://www.5seasonsbrewing.com,4042555911,United States,-84.3796711,33.9078086,
5-seasons-brewing-co-westside-atlanta,5 Seasons Brewing Co - Westside,brewpub,1000 Marietta St NW Ste 204,,,Atlanta,Georgia,,30318-0683,http://www.5seasonsbrewing.com,4048753232,United States,,,
5-stones-artisan-brewery-new-braunfels,5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,,,New Braunfels,Texas,,78132,,2103808215,United States,-98.232345,29.711365,
512-brewing-co-austin,(512) Brewing Co,micro,407 Radam Ln Ste F200,,,Austin,Texas,,78745-1197,http://www.512brewing.com,5129211545,United States,,,
515-brewing-co-clive,515 Brewing Co,micro,7700 University Ave,,,Clive,Iowa,,50325-1271,http://www.515brewing.com,5156614615,United States,-93.7228408,41.599992,
5150-brewing-at-the-brass-tap-rocklin-rocklin,5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,,,Rocklin,California,,95677-3925,http://www.brasstaprocklin.com,9162462729,United States,-121.207331,38.8047402,
51st-state-brewing-company-kingsford,51st State Brewing Company,brewpub,115 Harding Ave,,,Kingsford,Michigan,,49802-3815,http://www.51ststatebrewingcompany.com,9068282167,United States,-88.08819,45.808408,
51st-ward-beer-company-westmont,51st Ward Beer Company,contract,323 N Washington St,,,Westmont,Illinois,,60559-1512,,7732205899,United States,-87.981157,41.804494,
54-40-brewing-company-washougal,54-40 Brewing Company,brewpub,3801 S Truman Rd Ste 1,,,Washougal,Washington,,98671-2589,http://www.54-40brewing.com,3609077062,United States,-122.32693485397346,45.56577849034631,
550-brewing-aztec,550 Brewing,proprietor,119 E Chuska St,,,Aztec,New Mexico,,87410-2110,http://Www.550brew.com,5054861094,United States,-107.9950235,36.8213739,
559-local-brewing-clovis,559 Local Brewing,micro,608 4th St,,,Clovis,California,,93612-1183,http://www.fresnobrewingcompany.com,5594731875,United States,-119.7017487,36.82517171,
56-brewing-minneapolis,56 Brewing,micro,3055 Columbia Ave NE Ste 102,,,Minneapolis,Minnesota,,55418-1860,http://www.56brewing.com,6124040056,United States,,,
5770-brewery-teutopolis,5770 Brewery,micro,303A W Main St,,,Teutopolis,Illinois,,62467-1355,http://www.5770brewery.com,6183397841,United States,-88.47806652,39.13142194,
583-583-brewery-jangsu-gun,583 양조장(583 Brewery),brewpub,"583-8, Uiam-ro",Janggye-myeon,,Jangsu-gun,Jeollabukdo,,55621,http://www.583beer.modoo.at,063-353-5515,South Korea,127.6205123,35.68271721,
5th-element-brewing-leander,5th Element Brewing,planning,,,,Leander,Texas,,78641-4009,,9156378199,United States,,,
5th-line-brewing-co-yakima,5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,,,Yakima,Washington,,98901,https://5thlinebrewing.com/,5093676300,United States,-120.49304576136873,46.61136700515121,
5x5-brewing-co-mission,5x5 Brewing Co.,planning,,,,Mission,Texas,,78572-6215,http://www.5x5brewing.com,9565291353,United States,,,
6-and-40-brewerytaproom-lakewood,6 & 40 Brewery/Taproom,planning,,,,Lakewood,Colorado,,80215-5548,http://www.tomsbrewshop.com,3032325347,United States,-105.1100582,39.6311085,
6-bears-and-a-goat-brewing-company-llc-fredericksburg,"6 Bears & A Goat Brewing Company, LLC",brewpub,1140 International Pkwy,,,Fredericksburg,Virginia,,22406-1126,http://www.6bgbrewingco.com,54035690562,United States,,,
6-bridges-brewing-johns-creek,6 Bridges Brewing,planning,,,,Johns Creek,Georgia,,30097,http://www.sixbridgesbrewing.com,7708460292,United States,,,
6-degrees-of-separation-ossining,6 Degrees of Separation,brewpub,35 Main St,,,Ossining,New York,,10562-4662,http://www.6degreesbp.com,9144325969,United States,-73.86768188,41.15866213,
603-brewery-londonderry,603 Brewery,micro,12 Liberty Dr Unit 7,,,Londonderry,New Hampshire,,03053-2286,http://www.603brewery.com,6036307745,United States,,,
608-brewing-company-la-crosse,608 Brewing Company,planning,,,,La Crosse,Wisconsin,,54603,http://www.608brewingcompany.com,,United States,,,
